"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getcredentialsforperson.credentialInformation.commission.commissionRight.extension","getcredentialsforperson.credentialInformation.commission.commissionRight.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getcredentialsforperson.credentialInformation.commission.commissionRight.modifierExtension","getcredentialsforperson.credentialInformation.commission.commissionRight.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getcredentialsforperson.credentialInformation.commission.commissionRight.activity","getcredentialsforperson.credentialInformation.commission.commissionRight.activity","","","",1,1,"","","","string {[]} {[]}
","Rättighet aktivitet","Rättighet aktivitet","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.commissionRight.activity",1,1,"",""
"getcredentialsforperson.credentialInformation.commission.commissionRight.informationClass","getcredentialsforperson.credentialInformation.commission.commissionRight.informationClass","","","",1,1,"","","","string {[]} {[]}
","Rättighet informationstyp","Rättighet informationstyp","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.commissionRight.informationClass",1,1,"",""
"getcredentialsforperson.credentialInformation.commission.commissionRight.scope","getcredentialsforperson.credentialInformation.commission.commissionRight.scope","","","",1,1,"","","","string {[]} {[]}
","Rättighet omfång","Rättighet omfång","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.commissionRight.scope",1,1,"",""
"getcredentialsforperson.credentialInformation.commission.pharmacyIdentifier","getcredentialsforperson.credentialInformation.commission.pharmacyIdentifier","","","",0,1,"","","","string {[]} {[]}
","Unikt id för apotek","Unikt id för apotek","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.pharmacyIdentifier",0,1,"",""
"getcredentialsforperson.credentialInformation.commission.feignedCommission","getcredentialsforperson.credentialInformation.commission.feignedCommission","","","",0,1,"","","","boolean {[]} {[]}
","Vårdmedarbetaruppdraget är ett fingerat objekt","Vårdmedarbetaruppdraget är ett fingerat objekt","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.feignedCommission",0,1,"",""
"getcredentialsforperson.credentialInformation.commission.healthCareUnitHsaId","getcredentialsforperson.credentialInformation.commission.healthCareUnitHsaId","","","",0,1,"","","","string {[]} {[]}
","HSA-id för vårdenhet enligt PDL","HSA-id för vårdenhet enligt PDL","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.healthCareUnitHsaId",0,1,"",""
"getcredentialsforperson.credentialInformation.commission.healthCareUnitName","getcredentialsforperson.credentialInformation.commission.healthCareUnitName","","","",0,1,"","","","string {[]} {[]}
","Vårdenhetens namn","Vårdenhetens namn","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.healthCareUnitName",0,1,"",""
"getcredentialsforperson.credentialInformation.commission.healthCareUnitStartDate","getcredentialsforperson.credentialInformation.commission.healthCareUnitStartDate","","","",0,1,"","","","dateTime {[]} {[]}
","Startdatum för vårdenhetens verksamhet","Startdatum för vårdenhetens verksamhet","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.healthCareUnitStartDate",0,1,"",""
"getcredentialsforperson.credentialInformation.commission.healthCareUnitEndDate","getcredentialsforperson.credentialInformation.commission.healthCareUnitEndDate","","","",0,1,"","","","dateTime {[]} {[]}
","Slutdatum för vårdenhetens verksamhet","Slutdatum för vårdenhetens verksamhet","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.healthCareUnitEndDate",0,1,"",""
"getcredentialsforperson.credentialInformation.commission.feignedHealthCareUnit","getcredentialsforperson.credentialInformation.commission.feignedHealthCareUnit","","","",0,1,"","","","boolean {[]} {[]}
","Vårdenheten är ett fingerat objekt","Vårdenheten är ett fingerat objekt","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.feignedHealthCareUnit",0,1,"",""
"getcredentialsforperson.credentialInformation.commission.archivedHealthCareUnit","getcredentialsforperson.credentialInformation.commission.archivedHealthCareUnit","","","",0,1,"","","","boolean {[]} {[]}
","Vårdenheten är ett arkiverat objekt","Vårdenheten är ett arkiverat objekt","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.archivedHealthCareUnit",0,1,"",""
"getcredentialsforperson.credentialInformation.commission.healthCareProviderHsaId","getcredentialsforperson.credentialInformation.commission.healthCareProviderHsaId","","","",1,1,"","","","string {[]} {[]}
","Vårdgivarens HSA-id","Vårdgivarens HSA-id","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.healthCareProviderHsaId",1,1,"",""
"getcredentialsforperson.credentialInformation.commission.healthCareProviderName","getcredentialsforperson.credentialInformation.commission.healthCareProviderName","","","",1,1,"","","","string {[]} {[]}
","Vårdgivarens namn","Vårdgivarens namn","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.healthCareProviderName",1,1,"",""
"getcredentialsforperson.credentialInformation.commission.healthCareProviderOrgNo","getcredentialsforperson.credentialInformation.commission.healthCareProviderOrgNo","","","",1,1,"","","","string {[]} {[]}
","Vårdgivarens organisationsnummer","Vårdgivarens organisationsnummer","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.healthCareProviderOrgNo",1,1,"",""
"getcredentialsforperson.credentialInformation.commission.healthCareProviderStartDate","getcredentialsforperson.credentialInformation.commission.healthCareProviderStartDate","","","",0,1,"","","","dateTime {[]} {[]}
","Startdatum för vårdgivarens verksamhet","Startdatum för vårdgivarens verksamhet","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.healthCareProviderStartDate",0,1,"",""
"getcredentialsforperson.credentialInformation.commission.healthCareProviderEndDate","getcredentialsforperson.credentialInformation.commission.healthCareProviderEndDate","","","",0,1,"","","","dateTime {[]} {[]}
","Slutdatum för vårdgivarens verksamhet","Slutdatum för vårdgivarens verksamhet","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.healthCareProviderEndDate",0,1,"",""
"getcredentialsforperson.credentialInformation.commission.feignedHealthCareProvider","getcredentialsforperson.credentialInformation.commission.feignedHealthCareProvider","","","",0,1,"","","","boolean {[]} {[]}
","Vårdgivaren är ett fingerat objekt","Vårdgivaren är ett fingerat objekt","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.feignedHealthCareProvider",0,1,"",""
"getcredentialsforperson.credentialInformation.commission.archivedHealthCareProvider","getcredentialsforperson.credentialInformation.commission.archivedHealthCareProvider","","","",0,1,"","","","boolean {[]} {[]}
","Vårdgivaren är ett arkiverat objekt","Vårdgivaren är ett arkiverat objekt","","","","","","","","","",,,,,"",,,,"getcredentialsforperson.credentialInformation.commission.archivedHealthCareProvider",0,1,"",""
