"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"hamtabarn-request","hamtabarn-request","hamtabarn-request","","","",0,*,"","","","null {[]} {[]}
","HamtaBarn — Request","Logisk modell för begäran i HamtaBarn
(urn:riv:se.apotekensservice:pris:HamtaBarnResponder:1, HamtaBarnRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"registrerahkdbtransaktion-request","registrerahkdbtransaktion-request.ursprungligtExpeditionsId","registrerahkdbtransaktion-request.ursprungligtExpeditionsId","","","",0,1,"","","","string {[]} {[]}
","ursprungligtExpeditionsId","Expeditionens ursprungliga expeditionsid, ska anges vid kreditering","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion-request.ursprungligtExpeditionsId",0,1,"",""
"registrerahkdbtransaktion-request","registrerahkdbtransaktion-request.ursprungligTransTid","registrerahkdbtransaktion-request.ursprungligTransTid","","","",0,1,"","","","dateTime {[]} {[]}
","ursprungligTransTid","Ursprunglig transaktionstidpunkt. Ges vid kreditering. Avser tidpunkten när det ursprungliga köpet gjordes. Används för att avgöra om personen var över eller under 18 år vid köptillfället. Parametern blir obligatorisk i och med att lagen om kostnadsbefrielse för barn under 18 år trätt i kraft. (Refererat element ur RegistreraHkdbTransaktionResponder_1.1_ext.xsd, namnrymd urn:riv:se.apotekensservice:pris:RegistreraHkdbTransaktionResponder:1.1.)","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion-request.ursprungligTransTid",0,1,"",""
"registrerahkdbtransaktion","registrerahkdbtransaktion","registrerahkdbtransaktion","","","",0,*,"","","","null {[]} {[]}
","RegistreraHkdbTransaktion — Response","Logisk modell för svaret i RegistreraHkdbTransaktion
(urn:riv:se.apotekensservice:pris:RegistreraHkdbTransaktionResponder:1, RegistreraHkdbTransaktionResponseType).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"registrerahkdbtransaktion","registrerahkdbtransaktion.fpBalans","registrerahkdbtransaktion.fpBalans","","","",0,1,"","","","BackboneElement {[]} {[]}
","fpBalans","Nya ackumulerade brutto/netto belopp i kronor och ören för föregånde period.","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion.fpBalans",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"registrerahkdbtransaktion","registrerahkdbtransaktion.fpBalans.id","registrerahkdbtransaktion.fpBalans.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"registrerahkdbtransaktion","registrerahkdbtransaktion.fpBalans.extension","registrerahkdbtransaktion.fpBalans.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"registrerahkdbtransaktion","registrerahkdbtransaktion.fpBalans.modifierExtension","registrerahkdbtransaktion.fpBalans.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"registrerahkdbtransaktion","registrerahkdbtransaktion.fpBalans.brutto","registrerahkdbtransaktion.fpBalans.brutto","","","",1,1,"","","","decimal {[]} {[]}
","brutto","Bruttobelopp i kronor och ören","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion.fpBalans.brutto",1,1,"",""
"registrerahkdbtransaktion","registrerahkdbtransaktion.fpBalans.netto","registrerahkdbtransaktion.fpBalans.netto","","","",1,1,"","","","decimal {[]} {[]}
","netto","Nettobelopp i kronor och ören","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion.fpBalans.netto",1,1,"",""
"registrerahkdbtransaktion","registrerahkdbtransaktion.ipBalans","registrerahkdbtransaktion.ipBalans","","","",0,1,"","","","BackboneElement {[]} {[]}
","ipBalans","Nya ackumulerade brutto/netto belopp i kronor och ören för innevarande period.","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion.ipBalans",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"registrerahkdbtransaktion","registrerahkdbtransaktion.ipBalans.id","registrerahkdbtransaktion.ipBalans.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"registrerahkdbtransaktion","registrerahkdbtransaktion.ipBalans.extension","registrerahkdbtransaktion.ipBalans.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"registrerahkdbtransaktion","registrerahkdbtransaktion.ipBalans.modifierExtension","registrerahkdbtransaktion.ipBalans.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"registrerahkdbtransaktion","registrerahkdbtransaktion.ipBalans.brutto","registrerahkdbtransaktion.ipBalans.brutto","","","",1,1,"","","","decimal {[]} {[]}
","brutto","Bruttobelopp i kronor och ören","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion.ipBalans.brutto",1,1,"",""
"registrerahkdbtransaktion","registrerahkdbtransaktion.ipBalans.netto","registrerahkdbtransaktion.ipBalans.netto","","","",1,1,"","","","decimal {[]} {[]}
","netto","Nettobelopp i kronor och ören","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion.ipBalans.netto",1,1,"",""
"registrerahkdbtransaktion","registrerahkdbtransaktion.kpBalans","registrerahkdbtransaktion.kpBalans","","","",0,1,"","","","BackboneElement {[]} {[]}
","kpBalans","Nya ackumulerade brutto/netto belopp i kronor och ören för kommande period.","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion.kpBalans",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"registrerahkdbtransaktion","registrerahkdbtransaktion.kpBalans.id","registrerahkdbtransaktion.kpBalans.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"registrerahkdbtransaktion","registrerahkdbtransaktion.kpBalans.extension","registrerahkdbtransaktion.kpBalans.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"registrerahkdbtransaktion","registrerahkdbtransaktion.kpBalans.modifierExtension","registrerahkdbtransaktion.kpBalans.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"registrerahkdbtransaktion","registrerahkdbtransaktion.kpBalans.brutto","registrerahkdbtransaktion.kpBalans.brutto","","","",1,1,"","","","decimal {[]} {[]}
","brutto","Bruttobelopp i kronor och ören","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion.kpBalans.brutto",1,1,"",""
"registrerahkdbtransaktion","registrerahkdbtransaktion.kpBalans.netto","registrerahkdbtransaktion.kpBalans.netto","","","",1,1,"","","","decimal {[]} {[]}
","netto","Nettobelopp i kronor och ören","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion.kpBalans.netto",1,1,"",""
"registrerahkdbtransaktion","registrerahkdbtransaktion.resultat","registrerahkdbtransaktion.resultat","","","",1,1,"","","","integer {[]} {[]}
","resultat","Resultat av högkostnadsuppdatering. 1 - Transaktionen accepterad och registrerad.","","","","","","","","","",,,,,"",,,,"registrerahkdbtransaktion.resultat",1,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request","skapahkdbkonto-request","","","",0,*,"","","","null {[]} {[]}
","SkapaHkdbKonto — Request","Logisk modell för begäran i SkapaHkdbKonto
(urn:riv:se.apotekensservice:pris:SkapaHkdbKontoResponder:4, SkapaHkdbKontoRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.logicalAddress","skapahkdbkonto-request.logicalAddress","","","",1,1,"","","","string {[]} {[]}
","logicalAddress","SOAP-huvud LogicalAddress. Orgnr of Apotekens Service AB","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.logicalAddress",1,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader","skapahkdbkonto-request.argosHeader","","","",1,1,"","","","BackboneElement {[]} {[]}
","argosHeader","SOAP-huvud ArgosHeader. Argos header of Apotekens Service AB. Check documentation regarding mandatory fields for this specific service interaction","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.id","skapahkdbkonto-request.argosHeader.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.extension","skapahkdbkonto-request.argosHeader.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.modifierExtension","skapahkdbkonto-request.argosHeader.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.forskrivarkod","skapahkdbkonto-request.argosHeader.forskrivarkod","","","",0,1,"","","","string {[]} {[]}
","forskrivarkod","forskrivarkod","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.forskrivarkod",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.legitimationskod","skapahkdbkonto-request.argosHeader.legitimationskod","","","",0,1,"","","","string {[]} {[]}
","legitimationskod","legitimationskod","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.legitimationskod",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.fornamn","skapahkdbkonto-request.argosHeader.fornamn","","","",0,1,"","","","string {[]} {[]}
","fornamn","fornamn","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.fornamn",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.efternamn","skapahkdbkonto-request.argosHeader.efternamn","","","",0,1,"","","","string {[]} {[]}
","efternamn","efternamn","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.efternamn",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.yrkesgrupp","skapahkdbkonto-request.argosHeader.yrkesgrupp","","","",0,1,"","","","string {[]} {[]}
","yrkesgrupp","yrkesgrupp","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.yrkesgrupp",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.befattningskod","skapahkdbkonto-request.argosHeader.befattningskod","","","",0,1,"","","","string {[]} {[]}
","befattningskod","befattningskod","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.befattningskod",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.arbetsplatskod","skapahkdbkonto-request.argosHeader.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.arbetsplatskod",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.arbetsplatsnamn","skapahkdbkonto-request.argosHeader.arbetsplatsnamn","","","",0,1,"","","","string {[]} {[]}
","arbetsplatsnamn","arbetsplatsnamn","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.arbetsplatsnamn",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.postort","skapahkdbkonto-request.argosHeader.postort","","","",0,1,"","","","string {[]} {[]}
","postort","postort","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.postort",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.postadress","skapahkdbkonto-request.argosHeader.postadress","","","",0,1,"","","","string {[]} {[]}
","postadress","postadress","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.postadress",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.postnummer","skapahkdbkonto-request.argosHeader.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","postnummer","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.postnummer",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.telefonnummer","skapahkdbkonto-request.argosHeader.telefonnummer","","","",0,1,"","","","string {[]} {[]}
","telefonnummer","telefonnummer","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.telefonnummer",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.requestId","skapahkdbkonto-request.argosHeader.requestId","","","",0,1,"","","","string {[]} {[]}
","requestId","requestId","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.requestId",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.rollnamn","skapahkdbkonto-request.argosHeader.rollnamn","","","",0,1,"","","","string {[]} {[]}
","rollnamn","rollnamn","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.rollnamn",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.hsaID","skapahkdbkonto-request.argosHeader.hsaID","","","",0,1,"","","","string {[]} {[]}
","hsaID","hsaID","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.hsaID",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.katalog","skapahkdbkonto-request.argosHeader.katalog","","","",0,1,"","","","string {[]} {[]}
","katalog","katalog","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.katalog",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.organisationsnummer","skapahkdbkonto-request.argosHeader.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.organisationsnummer",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.systemnamn","skapahkdbkonto-request.argosHeader.systemnamn","","","",0,1,"","","","string {[]} {[]}
","systemnamn","systemnamn","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.systemnamn",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.systemversion","skapahkdbkonto-request.argosHeader.systemversion","","","",0,1,"","","","string {[]} {[]}
","systemversion","systemversion","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.systemversion",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.argosHeader.systemIp","skapahkdbkonto-request.argosHeader.systemIp","","","",0,1,"","","","string {[]} {[]}
","systemIp","systemIp","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.argosHeader.systemIp",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.huvudPersNr","skapahkdbkonto-request.huvudPersNr","","","",0,1,"","","","string {[]} {[]}
","huvudPersNr","Personnummer för eventuell huvudperson.","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.huvudPersNr",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.klientinformation","skapahkdbkonto-request.klientinformation","","","",1,1,"","","","BackboneElement {[]} {[]}
","klientinformation","Objekt innehållande information om anropande klientsystem.","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.klientinformation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"skapahkdbkonto-request","skapahkdbkonto-request.klientinformation.id","skapahkdbkonto-request.klientinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.klientinformation.extension","skapahkdbkonto-request.klientinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapahkdbkonto-request","skapahkdbkonto-request.klientinformation.modifierExtension","skapahkdbkonto-request.klientinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapahkdbkonto-request","skapahkdbkonto-request.klientinformation.anvandare","skapahkdbkonto-request.klientinformation.anvandare","","","",1,1,"","","","string {[]} {[]}
","anvandare","Unikt användarid i anropande system.","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.klientinformation.anvandare",1,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.klientinformation.session","skapahkdbkonto-request.klientinformation.session","","","",1,1,"","","","string {[]} {[]}
","session","Sessionens id i anropande system.","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.klientinformation.session",1,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.klientinformation.system","skapahkdbkonto-request.klientinformation.system","","","",1,1,"","","","string {[]} {[]}
","system","GLN-kod för anropande system.","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.klientinformation.system",1,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.periodBrutto","skapahkdbkonto-request.periodBrutto","","","",0,1,"","","","decimal {[]} {[]}
","periodBrutto","Ackumulerat bruttobelopp i kronor och ören. Från och med version 10.3 ersätter periodBrutto periodNetto.","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.periodBrutto",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.periodStart","skapahkdbkonto-request.periodStart","","","",0,1,"","","","dateTime {[]} {[]}
","periodStart","Eventuellt startdatum för innevarande högkostnadsperiod.","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.periodStart",0,1,"",""
"skapahkdbkonto-request","skapahkdbkonto-request.persNr","skapahkdbkonto-request.persNr","","","",1,1,"","","","string {[]} {[]}
","persNr","Personnummer för den som ska anslutas.","","","","","","","","","",,,,,"",,,,"skapahkdbkonto-request.persNr",1,1,"",""
"skapahkdbkonto","skapahkdbkonto","skapahkdbkonto","","","",0,*,"","","","null {[]} {[]}
","SkapaHkdbKonto — Response","Logisk modell för svaret i SkapaHkdbKonto
(urn:riv:se.apotekensservice:pris:SkapaHkdbKontoResponder:4, SkapaHkdbKontoResponseType).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
