"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.id","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.extension","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.modifierExtension","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.periodlangd","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.periodlangd","","","",1,1,"","","","integer {[]} {[]}
","periodlangd","Antal dagar som dosering skall galla. Vid regelbunden dosering anges periodlangd = 1 Vid oregelbunden dosering anges antal dagar som intervallet omfattar. Exempelvis 2 om intag ska ske varannan dag.","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.periodlangd",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle","","","",1,*,"","","","BackboneElement {[]} {[]}
","intagstillfalle","Beskriver tid och mangd for intag av lakemedel.","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.id","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.extension","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.modifierExtension","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.intagstillfalle","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.intagstillfalle","","","",1,1,"","","","integer {[]} {[]}
","intagstillfalle","Klockslag nar patienten ska inta medicinering.","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.intagstillfalle",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.intagsmangd","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.intagsmangd","","","",0,1,"","","","decimal {[]} {[]}
","intagsmangd","Intagsmangd per tillfalle","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.intagsmangd",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.dagIPeriod","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.dagIPeriod","","","",1,1,"","","","integer {[]} {[]}
","dagIPeriod","Dag i perioden nar intag skall goras. Exempel: Intag ska ske varje mandag och onsdag och startdatum ar pa en mandag. Mandag Insattningsdatum = 2010-01-01, Periodlangd=7, Dag i period= 1. Onsdag Insattningsdatum = 2010-01-01, Periodlangd=7, Dag i period=3.","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.doseringsschema.intagstillfalle.dagIPeriod",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosmottagareid","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosmottagareid","","","",0,1,"","","","string {[]} {[]}
","dosmottagareid","dosmottagareid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosmottagareid",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosmottagarenamn","uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosmottagarenamn","","","",0,1,"","","","string {[]} {[]}
","dosmottagarenamn","dosmottagarenamn","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Produktionsinfo.dosmottagarenamn",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus","uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus","","","",0,*,"","","","BackboneElement {[]} {[]}
","Vardtagarstatus","Vardtagarstatus","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.id","uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.extension","uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.modifierExtension","uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.statuskod","uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.statuskod","","","",1,1,"","","","code {[]} {[]}
","statuskod","statuskod","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-vardtagarstatus-vs","",,,,"uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.statuskod",1,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.frantid","uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.frantid","","","",0,1,"","","","dateTime {[]} {[]}
","frantid","frantid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.frantid",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.tilltid","uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.tilltid","","","",0,1,"","","","dateTime {[]} {[]}
","tilltid","tilltid","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.Vardtagarstatus.tilltid",0,1,"",""
"uppdateravardtagareinformation-request.Vardtagare.vilandestatusorsak","uppdateravardtagareinformation-request.Vardtagare.vilandestatusorsak","","","",0,*,"","","","string {[]} {[]}
","vilandestatusorsak","vilandestatusorsak","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.Vardtagare.vilandestatusorsak",0,*,"",""
"uppdateravardtagareinformation-request.meddelandetillapotek","uppdateravardtagareinformation-request.meddelandetillapotek","","","",0,1,"","","","string {[]} {[]}
","meddelandetillapotek","meddelandetillapotek","","","","","","","","","",,,,,"",,,,"uppdateravardtagareinformation-request.meddelandetillapotek",0,1,"",""
