"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"skapavardtagare-request.Vardtagarinformation.Tillfalligadress.dosmottagarenamn","skapavardtagare-request.Vardtagarinformation.Tillfalligadress.dosmottagarenamn","","","",0,1,"","","","string {[]} {[]}
","dosmottagarenamn","dosmottagarenamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Tillfalligadress.dosmottagarenamn",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation","","","",0,1,"","","","BackboneElement {[]} {[]}
","Leveransadressinformation","Leveransadressinformation","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.id","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.extension","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.modifierExtension","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetnamn","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetnamn","","","",1,1,"","","","string {[]} {[]}
","boendeenhetnamn","boendeenhetnamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetnamn",1,1,"",""
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetid","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetid","","","",1,1,"","","","string {[]} {[]}
","boendeenhetid","boendeenhetid","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetid",1,1,"",""
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetadress","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetadress","","","",1,1,"","","","string {[]} {[]}
","boendeenhetadress","boendeenhetadress","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetadress",1,1,"",""
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetpostnummer","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetpostnummer","","","",1,1,"","","","string {[]} {[]}
","boendeenhetpostnummer","boendeenhetpostnummer","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetpostnummer",1,1,"",""
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetpostort","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetpostort","","","",1,1,"","","","string {[]} {[]}
","boendeenhetpostort","boendeenhetpostort","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetpostort",1,1,"",""
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetavdelning","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetavdelning","","","",0,1,"","","","string {[]} {[]}
","boendeenhetavdelning","boendeenhetavdelning","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.boendeenhetavdelning",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.arbetsplatskod","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.arbetsplatskod","","","",1,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.arbetsplatskod",1,1,"",""
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.dosmottagareid","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.dosmottagareid","","","",0,1,"","","","string {[]} {[]}
","dosmottagareid","dosmottagareid","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.dosmottagareid",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.dosmottagarenamn","skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.dosmottagarenamn","","","",0,1,"","","","string {[]} {[]}
","dosmottagarenamn","dosmottagarenamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Leveransadressinformation.dosmottagarenamn",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation","skapavardtagare-request.Vardtagarinformation.Kontaktinformation","","","",1,1,"","","","BackboneElement {[]} {[]}
","Kontaktinformation","Kontaktinformation","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.id","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.extension","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.modifierExtension","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.PALforskrivarkod","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.PALforskrivarkod","","","",0,1,"","","","string {[]} {[]}
","PALforskrivarkod","PALforskrivarkod","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.PALforskrivarkod",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.PALfornamn","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.PALfornamn","","","",0,1,"","","","string {[]} {[]}
","PALfornamn","PALfornamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.PALfornamn",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.PALefternamn","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.PALefternamn","","","",0,1,"","","","string {[]} {[]}
","PALefternamn","PALefternamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.PALefternamn",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.anhorigkontaktnamn","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.anhorigkontaktnamn","","","",0,1,"","","","string {[]} {[]}
","anhorigkontaktnamn","anhorigkontaktnamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.anhorigkontaktnamn",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.anhorigkontaktemail","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.anhorigkontaktemail","","","",0,1,"","","","string {[]} {[]}
","anhorigkontaktemail","anhorigkontaktemail","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.anhorigkontaktemail",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktnamn","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktnamn","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontaktnamn","ansvarigkontaktnamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktnamn",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktemail","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktemail","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontaktemail","ansvarigkontaktemail","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktemail",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktadress","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktadress","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontaktadress","ansvarigkontaktadress","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktadress",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktpostnummer","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktpostnummer","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontaktpostnummer","ansvarigkontaktpostnummer","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktpostnummer",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktpostort","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktpostort","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontaktpostort","ansvarigkontaktpostort","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontaktpostort",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontakttelefon1","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontakttelefon1","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontakttelefon1","ansvarigkontakttelefon1","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontakttelefon1",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontakttelefon2","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontakttelefon2","","","",0,1,"","","","string {[]} {[]}
","ansvarigkontakttelefon2","ansvarigkontakttelefon2","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.ansvarigkontakttelefon2",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetid","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetid","","","",0,1,"","","","string {[]} {[]}
","vardandeenhetid","vardandeenhetid","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetid",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetnamn","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetnamn","","","",0,1,"","","","string {[]} {[]}
","vardandeenhetnamn","vardandeenhetnamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetnamn",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetpostort","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetpostort","","","",0,1,"","","","string {[]} {[]}
","vardandeenhetpostort","vardandeenhetpostort","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetpostort",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetpostnummer","skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetpostnummer","","","",0,1,"","","","string {[]} {[]}
","vardandeenhetpostnummer","vardandeenhetpostnummer","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Kontaktinformation.vardandeenhetpostnummer",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation","skapavardtagare-request.Vardtagarinformation.Betalningsinformation","","","",0,1,"","","","BackboneElement {[]} {[]}
","Betalningsinformation","Betalningsinformation","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Betalningsinformation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.id","skapavardtagare-request.Vardtagarinformation.Betalningsinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.extension","skapavardtagare-request.Vardtagarinformation.Betalningsinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.modifierExtension","skapavardtagare-request.Vardtagarinformation.Betalningsinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.form","skapavardtagare-request.Vardtagarinformation.Betalningsinformation.form","","","",0,1,"","","","string {[]} {[]}
","form","form","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.form",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.information","skapavardtagare-request.Vardtagarinformation.Betalningsinformation.information","","","",0,1,"","","","string {[]} {[]}
","information","information","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.information",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigfornamn","skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigfornamn","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigfornamn","betalningsansvarigfornamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigfornamn",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigefternamn","skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigefternamn","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigefternamn","betalningsansvarigefternamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigefternamn",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigadress","skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigadress","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigadress","betalningsansvarigadress","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigadress",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigpostnummer","skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigpostnummer","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigpostnummer","betalningsansvarigpostnummer","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigpostnummer",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigort","skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigort","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigort","betalningsansvarigort","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigort",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigtelefon","skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigtelefon","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigtelefon","betalningsansvarigtelefon","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Betalningsinformation.betalningsansvarigtelefon",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo","skapavardtagare-request.Vardtagarinformation.Produktionsinfo","","","",0,1,"","","","BackboneElement {[]} {[]}
","Produktionsinfo","Produktionsinfo","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Produktionsinfo",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.id","skapavardtagare-request.Vardtagarinformation.Produktionsinfo.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.extension","skapavardtagare-request.Vardtagarinformation.Produktionsinfo.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.modifierExtension","skapavardtagare-request.Vardtagarinformation.Produktionsinfo.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosaktor","skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosaktor","","","",0,1,"","","","string {[]} {[]}
","dosaktor","dosaktor","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosaktor",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosapotek","skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosapotek","","","",1,1,"","","","string {[]} {[]}
","dosapotek","dosapotek","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosapotek",1,1,"",""
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosapotekid","skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosapotekid","","","",1,1,"","","","string {[]} {[]}
","dosapotekid","dosapotekid","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosapotekid",1,1,"",""
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.stopptidbestallning","skapavardtagare-request.Vardtagarinformation.Produktionsinfo.stopptidbestallning","","","",0,1,"","","","dateTime {[]} {[]}
","stopptidbestallning","stopptidbestallning","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.stopptidbestallning",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.stopptidordination","skapavardtagare-request.Vardtagarinformation.Produktionsinfo.stopptidordination","","","",0,1,"","","","dateTime {[]} {[]}
","stopptidordination","stopptidordination","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.stopptidordination",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.forstadosdag","skapavardtagare-request.Vardtagarinformation.Produktionsinfo.forstadosdag","","","",1,1,"","","","dateTime {[]} {[]}
","forstadosdag","forstadosdag","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.forstadosdag",1,1,"",""
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosvecka","skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosvecka","","","",0,1,"","","","string {[]} {[]}
","dosvecka","dosvecka","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.dosvecka",0,1,"",""
"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.doseringsschema","skapavardtagare-request.Vardtagarinformation.Produktionsinfo.doseringsschema","","","",1,1,"","","","BackboneElement {[]} {[]}
","doseringsschema","doseringsschema","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Vardtagarinformation.Produktionsinfo.doseringsschema",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
