"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"hamtaapoteksinfo-request","hamtaapoteksinfo-request","hamtaapoteksinfo-request","","","",0,*,"","","","null {[]} {[]}
","HamtaApoteksInfo — Request","Logisk modell för begäran i HamtaApoteksInfo
(urn:riv:se.apotekensservice:expo:HamtaApoteksInfoResponder:1, HamtaApoteksInfoRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.logicalAddress","uppdateradosmottagare-request.logicalAddress","","","",1,1,"","","","string {[]} {[]}
","logicalAddress","SOAP-huvud LogicalAddress. Orgnr of Apotekens Service AB","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.logicalAddress",1,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader","uppdateradosmottagare-request.argosHeader","","","",1,1,"","","","BackboneElement {[]} {[]}
","argosHeader","SOAP-huvud ArgosHeader. Argos header of Apotekens Service AB. Check documentation regarding mandatory fields for this specific service interaction","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.id","uppdateradosmottagare-request.argosHeader.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.extension","uppdateradosmottagare-request.argosHeader.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.modifierExtension","uppdateradosmottagare-request.argosHeader.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.forskrivarkod","uppdateradosmottagare-request.argosHeader.forskrivarkod","","","",0,1,"","","","string {[]} {[]}
","forskrivarkod","forskrivarkod","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.forskrivarkod",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.legitimationskod","uppdateradosmottagare-request.argosHeader.legitimationskod","","","",0,1,"","","","string {[]} {[]}
","legitimationskod","legitimationskod","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.legitimationskod",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.fornamn","uppdateradosmottagare-request.argosHeader.fornamn","","","",0,1,"","","","string {[]} {[]}
","fornamn","fornamn","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.fornamn",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.efternamn","uppdateradosmottagare-request.argosHeader.efternamn","","","",0,1,"","","","string {[]} {[]}
","efternamn","efternamn","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.efternamn",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.yrkesgrupp","uppdateradosmottagare-request.argosHeader.yrkesgrupp","","","",0,1,"","","","string {[]} {[]}
","yrkesgrupp","yrkesgrupp","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.yrkesgrupp",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.befattningskod","uppdateradosmottagare-request.argosHeader.befattningskod","","","",0,1,"","","","string {[]} {[]}
","befattningskod","befattningskod","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.befattningskod",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.arbetsplatskod","uppdateradosmottagare-request.argosHeader.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.arbetsplatskod",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.arbetsplatsnamn","uppdateradosmottagare-request.argosHeader.arbetsplatsnamn","","","",0,1,"","","","string {[]} {[]}
","arbetsplatsnamn","arbetsplatsnamn","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.arbetsplatsnamn",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.postort","uppdateradosmottagare-request.argosHeader.postort","","","",0,1,"","","","string {[]} {[]}
","postort","postort","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.postort",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.postadress","uppdateradosmottagare-request.argosHeader.postadress","","","",0,1,"","","","string {[]} {[]}
","postadress","postadress","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.postadress",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.postnummer","uppdateradosmottagare-request.argosHeader.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","postnummer","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.postnummer",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.telefonnummer","uppdateradosmottagare-request.argosHeader.telefonnummer","","","",0,1,"","","","string {[]} {[]}
","telefonnummer","telefonnummer","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.telefonnummer",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.requestId","uppdateradosmottagare-request.argosHeader.requestId","","","",0,1,"","","","string {[]} {[]}
","requestId","requestId","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.requestId",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.rollnamn","uppdateradosmottagare-request.argosHeader.rollnamn","","","",0,1,"","","","string {[]} {[]}
","rollnamn","rollnamn","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.rollnamn",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.hsaID","uppdateradosmottagare-request.argosHeader.hsaID","","","",0,1,"","","","string {[]} {[]}
","hsaID","hsaID","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.hsaID",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.katalog","uppdateradosmottagare-request.argosHeader.katalog","","","",0,1,"","","","string {[]} {[]}
","katalog","katalog","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.katalog",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.organisationsnummer","uppdateradosmottagare-request.argosHeader.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.organisationsnummer",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.systemnamn","uppdateradosmottagare-request.argosHeader.systemnamn","","","",0,1,"","","","string {[]} {[]}
","systemnamn","systemnamn","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.systemnamn",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.systemversion","uppdateradosmottagare-request.argosHeader.systemversion","","","",0,1,"","","","string {[]} {[]}
","systemversion","systemversion","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.systemversion",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.argosHeader.systemIp","uppdateradosmottagare-request.argosHeader.systemIp","","","",0,1,"","","","string {[]} {[]}
","systemIp","systemIp","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.argosHeader.systemIp",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.adress","uppdateradosmottagare-request.adress","","","",0,1,"","","","string {[]} {[]}
","adress","Adress till dosmottagare. Obligatorisk om typ = 'D'.","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.adress",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.apoteksIdDosproducent","uppdateradosmottagare-request.apoteksIdDosproducent","","","",1,1,"","","","string {[]} {[]}
","apoteksIdDosproducent","Apoteks-id för dosproducent som dosmottagaren ska registreras på.","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.apoteksIdDosproducent",1,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.arbetsplatskod","uppdateradosmottagare-request.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","arbetsplatskod","Arbetsplatskod till dosmottagare. Är aktuellt om dosmottagare t ex är en distriktsläkarmottagning.","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.arbetsplatskod",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.avdelning","uppdateradosmottagare-request.avdelning","","","",0,1,"","","","string {[]} {[]}
","avdelning","Avdelning inom dosmottagare.","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.avdelning",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.dosmottagarId","uppdateradosmottagare-request.dosmottagarId","","","",1,1,"","","","string {[]} {[]}
","dosmottagarId","Dosmottagarens identitet, dosproducentens identitet för dosmottagaren t ex kundnummer, GLN-kod. Unikt inom dosapoteket.","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.dosmottagarId",1,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.kommunkod","uppdateradosmottagare-request.kommunkod","","","",0,1,"","","","string {[]} {[]}
","kommunkod","Kommunkod till vilken dosmottagarens tillhör. Kod enligt SCB.","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.kommunkod",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.lanskod","uppdateradosmottagare-request.lanskod","","","",0,1,"","","","string {[]} {[]}
","lanskod","Länskod till vilken dosmottagaren tillhör. Kod enligt SCB.","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.lanskod",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.mottagarnamn","uppdateradosmottagare-request.mottagarnamn","","","",1,1,"","","","string {[]} {[]}
","mottagarnamn","Namn på dosmottagare.","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.mottagarnamn",1,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.postnummer","uppdateradosmottagare-request.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","Postnummer till dosmottagare.","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.postnummer",0,1,"",""
"uppdateradosmottagare-request","uppdateradosmottagare-request.postort","uppdateradosmottagare-request.postort","","","",0,1,"","","","string {[]} {[]}
","postort","Arbetsplatsort till dosmottagare. Obligatorisk om typ = 'D'.","","","","","","","","","",,,,,"",,,,"uppdateradosmottagare-request.postort",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request","uppdateraexpomedapotek-request","","","",0,*,"","","","null {[]} {[]}
","UppdateraExpoMedApotek — Request","Logisk modell för begäran i UppdateraExpoMedApotek
(urn:riv:se.apotekensservice:expo:UppdateraExpoMedApotekResponder:6, UppdateraExpoMedApotekRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.logicalAddress","uppdateraexpomedapotek-request.logicalAddress","","","",1,1,"","","","string {[]} {[]}
","logicalAddress","SOAP-huvud LogicalAddress. Orgnr of Apotekens Service AB","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.logicalAddress",1,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader","uppdateraexpomedapotek-request.argosHeader","","","",1,1,"","","","BackboneElement {[]} {[]}
","argosHeader","SOAP-huvud ArgosHeader. Argos header of Apotekens Service AB. Check documentation regarding mandatory fields for this specific service interaction","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.id","uppdateraexpomedapotek-request.argosHeader.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.extension","uppdateraexpomedapotek-request.argosHeader.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.modifierExtension","uppdateraexpomedapotek-request.argosHeader.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.forskrivarkod","uppdateraexpomedapotek-request.argosHeader.forskrivarkod","","","",0,1,"","","","string {[]} {[]}
","forskrivarkod","forskrivarkod","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.forskrivarkod",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.legitimationskod","uppdateraexpomedapotek-request.argosHeader.legitimationskod","","","",0,1,"","","","string {[]} {[]}
","legitimationskod","legitimationskod","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.legitimationskod",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.fornamn","uppdateraexpomedapotek-request.argosHeader.fornamn","","","",0,1,"","","","string {[]} {[]}
","fornamn","fornamn","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.fornamn",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.efternamn","uppdateraexpomedapotek-request.argosHeader.efternamn","","","",0,1,"","","","string {[]} {[]}
","efternamn","efternamn","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.efternamn",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.yrkesgrupp","uppdateraexpomedapotek-request.argosHeader.yrkesgrupp","","","",0,1,"","","","string {[]} {[]}
","yrkesgrupp","yrkesgrupp","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.yrkesgrupp",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.befattningskod","uppdateraexpomedapotek-request.argosHeader.befattningskod","","","",0,1,"","","","string {[]} {[]}
","befattningskod","befattningskod","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.befattningskod",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.arbetsplatskod","uppdateraexpomedapotek-request.argosHeader.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.arbetsplatskod",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.arbetsplatsnamn","uppdateraexpomedapotek-request.argosHeader.arbetsplatsnamn","","","",0,1,"","","","string {[]} {[]}
","arbetsplatsnamn","arbetsplatsnamn","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.arbetsplatsnamn",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.postort","uppdateraexpomedapotek-request.argosHeader.postort","","","",0,1,"","","","string {[]} {[]}
","postort","postort","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.postort",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.postadress","uppdateraexpomedapotek-request.argosHeader.postadress","","","",0,1,"","","","string {[]} {[]}
","postadress","postadress","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.postadress",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.postnummer","uppdateraexpomedapotek-request.argosHeader.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","postnummer","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.postnummer",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.telefonnummer","uppdateraexpomedapotek-request.argosHeader.telefonnummer","","","",0,1,"","","","string {[]} {[]}
","telefonnummer","telefonnummer","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.telefonnummer",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.requestId","uppdateraexpomedapotek-request.argosHeader.requestId","","","",0,1,"","","","string {[]} {[]}
","requestId","requestId","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.requestId",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.rollnamn","uppdateraexpomedapotek-request.argosHeader.rollnamn","","","",0,1,"","","","string {[]} {[]}
","rollnamn","rollnamn","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.rollnamn",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.hsaID","uppdateraexpomedapotek-request.argosHeader.hsaID","","","",0,1,"","","","string {[]} {[]}
","hsaID","hsaID","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.hsaID",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.katalog","uppdateraexpomedapotek-request.argosHeader.katalog","","","",0,1,"","","","string {[]} {[]}
","katalog","katalog","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.katalog",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.organisationsnummer","uppdateraexpomedapotek-request.argosHeader.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.organisationsnummer",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.systemnamn","uppdateraexpomedapotek-request.argosHeader.systemnamn","","","",0,1,"","","","string {[]} {[]}
","systemnamn","systemnamn","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.systemnamn",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.systemversion","uppdateraexpomedapotek-request.argosHeader.systemversion","","","",0,1,"","","","string {[]} {[]}
","systemversion","systemversion","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.systemversion",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.argosHeader.systemIp","uppdateraexpomedapotek-request.argosHeader.systemIp","","","",0,1,"","","","string {[]} {[]}
","systemIp","systemIp","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.argosHeader.systemIp",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.allmTelefon","uppdateraexpomedapotek-request.allmTelefon","","","",1,1,"","","","string {[]} {[]}
","allmTelefon","Expeditionsställets allmänna telefonnummer.","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.allmTelefon",1,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.besoksAdress","uppdateraexpomedapotek-request.besoksAdress","","","",1,1,"","","","string {[]} {[]}
","besoksAdress","Expeditionsställets besöksadress.","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.besoksAdress",1,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.besoksort","uppdateraexpomedapotek-request.besoksort","","","",1,1,"","","","string {[]} {[]}
","besoksort","Expeditionsställets ort (besöksort).","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.besoksort",1,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.eRecept","uppdateraexpomedapotek-request.eRecept","","","",1,1,"","","","boolean {[]} {[]}
","eRecept","Flagga som anger om expeditionsstället är ett apotek som kan hantera e-recept för besökande privat personer. Om eRecept är satt så är termerna kortNamn och recepturtelefon obligatoriska.","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.eRecept",1,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.eReceptDjur","uppdateraexpomedapotek-request.eReceptDjur","","","",1,1,"","","","boolean {[]} {[]}
","eReceptDjur","Markering om apoteket kan expediera elektroniska djurrecept eller ej. Om eReceptDjur är satt så är termerna kortNamn och recepturtelefon obligatoriska.","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.eReceptDjur",1,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.faxnummer","uppdateraexpomedapotek-request.faxnummer","","","",0,1,"","","","string {[]} {[]}
","faxnummer","Expeditionsställets faxnummer. Obligatoriskt om huvudorganisationskod = DX eller om Organisationskod = DOS","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.faxnummer",0,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.huvudOrgTypKod","uppdateraexpomedapotek-request.huvudOrgTypKod","","","",1,1,"","","","string {[]} {[]}
","huvudOrgTypKod","Huvudtypkoden är till stöd för dagens lösning av vårdsystem. På sikt önskar Apotekens Service AB att dessa koder arbetas bort och byts ut mot organisationstypflaggorna (ADM, DIST, DJAP, DOS, EA, EH, GSL, SA, TILV) Möjliga värden: ADM, AP, DIAP, DJUR, DX, OAP, SA, TVAP ADM En organisatiorisk enhet inom ett företag som har rent administrativa uppgifter. AP Apotek för allmänheten - enhet för detaljhandel med läkemedel med farmaceutisk bemanning under öppethållandet. DIAP Distansapotek - Större apoteksenhet med ansvar att kunna distribuera apoteksvaror direkt till avtalskunder, apoteksombud eller privatpersoner DJUR Ett apotek som har utökat djursortiment. DX Dosapotek - enhet för produktion av dosdispenserade läkemedel. OAP Övriga apotek - gammal definition av apotek. Bör ej användas. SA Sjukhusapotek - apotek som ger service till slutenvårdsenheter TVAP Enhet som på beställning tillverkar specifika individanpassade läkemedel.","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.huvudOrgTypKod",1,1,"",""
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.idLista","uppdateraexpomedapotek-request.idLista","","","",1,*,"","","","BackboneElement {[]} {[]}
","idLista","Lista innehållande en eller flera identifierare för expeditionsstället. En Identitet som ska gälla för ett expeditionsställe kan skickas en eller flera gånger och tas aldrig bort. Vid uppdatering av ett expeditionsställe skickas en eller flera identiteter som identifierare. Obs! GLN-kod måste alltid skickas med.","","","","","","","","","",,,,,"",,,,"uppdateraexpomedapotek-request.idLista",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"uppdateraexpomedapotek-request","uppdateraexpomedapotek-request.idLista.id","uppdateraexpomedapotek-request.idLista.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
