"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getemployeeincludingprotectedperson.personInformation.paTitle","getemployeeincludingprotectedperson.personInformation.paTitle","","","",0,*,"","","","BackboneElement {[]} {[]}
","Personens befattning","Personens befattning. Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.paTitle",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getemployeeincludingprotectedperson.personInformation.paTitle.id","getemployeeincludingprotectedperson.personInformation.paTitle.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.paTitle.extension","getemployeeincludingprotectedperson.personInformation.paTitle.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getemployeeincludingprotectedperson.personInformation.paTitle.modifierExtension","getemployeeincludingprotectedperson.personInformation.paTitle.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getemployeeincludingprotectedperson.personInformation.paTitle.paTitleName","getemployeeincludingprotectedperson.personInformation.paTitle.paTitleName","","","",0,1,"","","","string {[]} {[]}
","Befattning","Befattning. Ref. befattning (paTitleName) [R5].","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.paTitle.paTitleName",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.paTitle.paTitleCode","getemployeeincludingprotectedperson.personInformation.paTitle.paTitleCode","","","",0,1,"","","","string {[]} {[]}
","Befattningskod","Befattningskod. Ref. befattningskod (paTitleCode) [R5].","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.paTitle.paTitleCode",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.specialityName","getemployeeincludingprotectedperson.personInformation.specialityName","","","",0,*,"","","","string {[]} {[]}
","Specialistutbildning (klartext)","Specialistutbildning utöver grundutbildning för läkare eller tandläkare.
Ref. specialitet (specialityName) [R5]. Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.specialityName",0,*,"",""
"getemployeeincludingprotectedperson.personInformation.specialityCode","getemployeeincludingprotectedperson.personInformation.specialityCode","","","",0,*,"","","","string {[]} {[]}
","Specialistutbildning (kod)","Klassificeringskod för specialistutbildning utöver grundutbildning.
Ref. specialitetskod (specialityCode) [R5]. Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.specialityCode",0,*,"",""
"getemployeeincludingprotectedperson.personInformation.dn","getemployeeincludingprotectedperson.personInformation.dn","","","",1,1,"","","","string {[]} {[]}
","Distinguished Name (DN)","Distinguished Name — objektets placering (sökväg) i katalogen.
Exempel: cn=Henrika Littorin,ou=Anställda,...,c=SE.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.dn",1,1,"",""
"getemployeeincludingprotectedperson.personInformation.protectedPerson","getemployeeincludingprotectedperson.personInformation.protectedPerson","","","",0,1,"","","","boolean {[]} {[]}
","true om person har skyddad identitet","true: om person har skyddad identitet.
Om personen inte har skyddad identitet returneras inget värde.
Ref. hjälpklassen Skyddad person (hsaConfidentialPerson) [R5].
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.protectedPerson",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.feignedPerson","getemployeeincludingprotectedperson.personInformation.feignedPerson","","","",0,1,"","","","boolean {[]} {[]}
","true om personen är ett fingerat objekt","true: om personen är ett fingerat objekt.
Ref. hjälpklassen Fingerat objekt (hsaFeignedDataObject) [R5].
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.feignedPerson",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.age","getemployeeincludingprotectedperson.personInformation.age","","","",0,1,"","","","string {[]} {[]}
","Personens ålder i hela år","Personens ålder, anges i jämna år. Returneras då profil=extended1.
Värdet hämtas från personens person- eller samordningsnummer [R5].
Kardinalitet: Valfri (villkorlig — kräver profile=extended1).","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.age",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.gender","getemployeeincludingprotectedperson.personInformation.gender","","","",0,1,"","","","string {[]} {[]}
","Personens kön (0=okänt, 1=man, 2=kvinna)","Personens kön. 0=okänt, 1=man, 2=kvinna. Returneras då profil=extended1.
Värdet beräknas från personens person- eller samordningsnummer [R5].
Kardinalitet: Valfri (villkorlig — kräver profile=extended1).","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.gender",0,1,"",""
