"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getunit.unit.visitingRuleAge.modifierExtension","getunit.unit.visitingRuleAge.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.visitingRuleAge.fromAge","getunit.unit.visitingRuleAge.fromAge","","","",1,1,"","","","string {[]} {[]}
","Från ålder. 00 för nyfödd.","Från ålder. 00 för nyfödd.","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingRuleAge.fromAge",1,1,"",""
"getunit.unit.visitingRuleAge.toAge","getunit.unit.visitingRuleAge.toAge","","","",1,1,"","","","string {[]} {[]}
","Till ålder. 99 för ingen övre åldersgräns.","Till ålder. 99 för ingen övre åldersgräns.","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingRuleAge.toAge",1,1,"",""
"getunit.unit.visitingRuleAge.comment","getunit.unit.visitingRuleAge.comment","","","",0,1,"","","","string {[]} {[]}
","Kommentar till åldersintervallet.","Kommentar till åldersintervallet.","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingRuleAge.comment",0,1,"",""
"getunit.unit.structuredVisitingAddress","getunit.unit.structuredVisitingAddress","","","",0,1,"","","","BackboneElement {[]} {[]}
","Besöksadress i strukturerat format. Ref. hsaVisitingAddress [R5]. Profilattribut: *e.","Besöksadress i strukturerat format. Ref. hsaVisitingAddress [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.structuredVisitingAddress",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getunit.unit.structuredVisitingAddress.id","getunit.unit.structuredVisitingAddress.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getunit.unit.structuredVisitingAddress.extension","getunit.unit.structuredVisitingAddress.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.structuredVisitingAddress.modifierExtension","getunit.unit.structuredVisitingAddress.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.structuredVisitingAddress.street","getunit.unit.structuredVisitingAddress.street","","","",1,1,"","","","string {[]} {[]}
","Gata.","Gata.","","","","","","","","","",,,,,"",,,,"getunit.unit.structuredVisitingAddress.street",1,1,"",""
"getunit.unit.structuredVisitingAddress.premisesNumber","getunit.unit.structuredVisitingAddress.premisesNumber","","","",0,1,"","","","string {[]} {[]}
","Adressplatsnummer.","Adressplatsnummer.","","","","","","","","","",,,,,"",,,,"getunit.unit.structuredVisitingAddress.premisesNumber",0,1,"",""
"getunit.unit.structuredVisitingAddress.premisesLetter","getunit.unit.structuredVisitingAddress.premisesLetter","","","",0,1,"","","","string {[]} {[]}
","Adressplatslittera.","Adressplatslittera.","","","","","","","","","",,,,,"",,,,"getunit.unit.structuredVisitingAddress.premisesLetter",0,1,"",""
"getunit.unit.structuredVisitingAddress.town","getunit.unit.structuredVisitingAddress.town","","","",0,1,"","","","string {[]} {[]}
","Ortnamn.","Ortnamn.","","","","","","","","","",,,,,"",,,,"getunit.unit.structuredVisitingAddress.town",0,1,"",""
"getunit.unit.administrativeCareLevel","getunit.unit.administrativeCareLevel","","","",0,*,"","","","string {[]} {[]}
","Kod för nivå av specialisering i hälso- och sjukvård. Ref. hsaAdministrativeCareLevel [R5]. Profilattribut: *e.","Kod för nivå av specialisering i hälso- och sjukvård. Ref. hsaAdministrativeCareLevel [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.administrativeCareLevel",0,*,"",""
"getunit.unit.unitTemporaryInformation","getunit.unit.unitTemporaryInformation","","","",0,1,"","","","BackboneElement {[]} {[]}
","Tillfällig information om enheten. Ref. hsaVpwInformation2 [R5]. Profilattribut: *e.","Tillfällig information om enheten. Ref. hsaVpwInformation2 [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitTemporaryInformation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getunit.unit.unitTemporaryInformation.id","getunit.unit.unitTemporaryInformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getunit.unit.unitTemporaryInformation.extension","getunit.unit.unitTemporaryInformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.unitTemporaryInformation.modifierExtension","getunit.unit.unitTemporaryInformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.unitTemporaryInformation.fromDate","getunit.unit.unitTemporaryInformation.fromDate","","","",0,1,"","","","string {[]} {[]}
","Från datum. Exempel: 20101123.","Från datum. Exempel: 20101123.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitTemporaryInformation.fromDate",0,1,"",""
"getunit.unit.unitTemporaryInformation.toDate","getunit.unit.unitTemporaryInformation.toDate","","","",0,1,"","","","string {[]} {[]}
","Till datum. Exempel: 20101131.","Till datum. Exempel: 20101131.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitTemporaryInformation.toDate",0,1,"",""
"getunit.unit.unitTemporaryInformation.temporaryInformation","getunit.unit.unitTemporaryInformation.temporaryInformation","","","",1,1,"","","","string {[]} {[]}
","Tillfällig information.","Tillfällig information.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitTemporaryInformation.temporaryInformation",1,1,"",""
"getunit.unit.unitFunction","getunit.unit.unitFunction","","","",0,*,"","","","BackboneElement {[]} {[]}
","Information från direkta funktionsobjekt med reserverat funktionsnamn. Profilattribut: *a.","Information från direkta funktionsobjekt med reserverat funktionsnamn. Profilattribut: *a.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitFunction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getunit.unit.unitFunction.id","getunit.unit.unitFunction.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getunit.unit.unitFunction.extension","getunit.unit.unitFunction.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.unitFunction.modifierExtension","getunit.unit.unitFunction.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.unitFunction.functionName","getunit.unit.unitFunction.functionName","","","",1,1,"","","","string {[]} {[]}
","Funktionens namn. Ref. objektnamn (cn) [R5], kodverk för Reserverade funktionsnamn.","Funktionens namn. Ref. objektnamn (cn) [R5], kodverk för Reserverade funktionsnamn.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitFunction.functionName",1,1,"",""
"getunit.unit.unitFunction.telephoneHour","getunit.unit.unitFunction.telephoneHour","","","",0,*,"","","","BackboneElement {[]} {[]}
","Telefontider för funktionen. Ref. telefontid (telephoneHours) [R5].","Telefontider för funktionen. Ref. telefontid (telephoneHours) [R5].","","","","","","","","","",,,,,"",,,,"getunit.unit.unitFunction.telephoneHour",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getunit.unit.unitFunction.telephoneHour.id","getunit.unit.unitFunction.telephoneHour.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getunit.unit.unitFunction.telephoneHour.extension","getunit.unit.unitFunction.telephoneHour.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.unitFunction.telephoneHour.modifierExtension","getunit.unit.unitFunction.telephoneHour.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.unitFunction.telephoneHour.fromDay","getunit.unit.unitFunction.telephoneHour.fromDay","","","",1,1,"","","","string {[]} {[]}
","Från dag.","Från dag.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitFunction.telephoneHour.fromDay",1,1,"",""
"getunit.unit.unitFunction.telephoneHour.fromTime","getunit.unit.unitFunction.telephoneHour.fromTime","","","",1,1,"","","","string {[]} {[]}
","Från tid. Format: HH:MM (ISO-8601).","Från tid. Format: HH:MM (ISO-8601).","","","","","","","","","",,,,,"",,,,"getunit.unit.unitFunction.telephoneHour.fromTime",1,1,"",""
"getunit.unit.unitFunction.telephoneHour.toDay","getunit.unit.unitFunction.telephoneHour.toDay","","","",1,1,"","","","string {[]} {[]}
","Till dag.","Till dag.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitFunction.telephoneHour.toDay",1,1,"",""
"getunit.unit.unitFunction.telephoneHour.toTime","getunit.unit.unitFunction.telephoneHour.toTime","","","",1,1,"","","","string {[]} {[]}
","Till tid. Format: HH:MM (ISO-8601).","Till tid. Format: HH:MM (ISO-8601).","","","","","","","","","",,,,,"",,,,"getunit.unit.unitFunction.telephoneHour.toTime",1,1,"",""
"getunit.unit.unitFunction.telephoneHour.comment","getunit.unit.unitFunction.telephoneHour.comment","","","",0,1,"","","","string {[]} {[]}
","Information om aktuellt tidsintervall.","Information om aktuellt tidsintervall.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitFunction.telephoneHour.comment",0,1,"",""
"getunit.unit.unitFunction.telephoneHour.fromDate","getunit.unit.unitFunction.telephoneHour.fromDate","","","",0,1,"","","","string {[]} {[]}
","Gäller från och med detta datum.","Gäller från och med detta datum.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitFunction.telephoneHour.fromDate",0,1,"",""
"getunit.unit.unitFunction.telephoneHour.toDate","getunit.unit.unitFunction.telephoneHour.toDate","","","",0,1,"","","","string {[]} {[]}
","Gäller till och med detta datum.","Gäller till och med detta datum.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitFunction.telephoneHour.toDate",0,1,"",""
"getunit.unit.unitFunction.telephoneNumber","getunit.unit.unitFunction.telephoneNumber","","","",0,*,"","","","string {[]} {[]}
","Publikt direkttelefonnummer för funktionen. Ref. direkttelefon (telephoneNumber) [R5].","Publikt direkttelefonnummer för funktionen. Ref. direkttelefon (telephoneNumber) [R5].","","","","","","","","","",,,,,"",,,,"getunit.unit.unitFunction.telephoneNumber",0,*,"",""
"getunit.unit.jpegPhoto","getunit.unit.jpegPhoto","","","",0,1,"","","","string {[]} {[]}
","Bild för enheten. Base-64-format. Ref. bild (jpegPhoto) [R5]. Profilattribut: *a.","Bild för enheten. Base-64-format. Ref. bild (jpegPhoto) [R5]. Profilattribut: *a.","","","","","","","","","",,,,,"",,,,"getunit.unit.jpegPhoto",0,1,"",""
"getunit.unit.jpegLogotype","getunit.unit.jpegLogotype","","","",0,1,"","","","string {[]} {[]}
","Logotype för enheten. Base-64-format. Ref. logotyp (hsaJpegLogotype) [R5]. Profilattribut: *a.","Logotype för enheten. Base-64-format. Ref. logotyp (hsaJpegLogotype) [R5]. Profilattribut: *a.","","","","","","","","","",,,,,"",,,,"getunit.unit.jpegLogotype",0,1,"",""
"getunit.unit.alternateTextLogotype","getunit.unit.alternateTextLogotype","","","",0,1,"","","","string {[]} {[]}
","Beskrivande text till logotype för enheten. Ref. [R5]. Profilattribut: *a.","Beskrivande text till logotype för enheten. Ref. [R5]. Profilattribut: *a.","","","","","","","","","",,,,,"",,,,"getunit.unit.alternateTextLogotype",0,1,"",""
"getunit.unit.nonPublicTelephoneNumber","getunit.unit.nonPublicTelephoneNumber","","","",0,*,"","","","string {[]} {[]}
","Tjänstetelefonnummer. Ref. tjänstetelefon (hsaTelephoneNumber) [R5]. Profilattribut: *f (kräver extended2).","Tjänstetelefonnummer. Ref. tjänstetelefon (hsaTelephoneNumber) [R5]. Profilattribut: *f (kräver extended2).","","","","","","","","","",,,,,"",,,,"getunit.unit.nonPublicTelephoneNumber",0,*,"",""
