"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getlistingtypes-request","getlistingtypes-request.personId","getlistingtypes-request.personId","","","",1,1,"","","","string {[]} {[]}
","PersonID för den person vars möjliga listningstyper önskas","Anger person ID som det önskas möjliga typer av listningar för.
Pattern: (([1-9]\d{7})|(\d{6}))[\-]?\d{4}
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getlistingtypes-request.personId",1,1,"",""
"getlistingtypes","getlistingtypes","getlistingtypes","","","",0,*,"","","","null {[]} {[]}
","GetListingTypes","Logisk modell för tjänstekontraktet GetListingTypes (Visa listningstyp)
(RIV-TA urn:riv:crm:carelisting:GetListingTypesResponder:1).
Representerar responsens informationsstruktur.
Hämtar lista med möjliga listningstyper som en given person kan bruka vid listning.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"getlistingtypes","getlistingtypes.listingType","getlistingtypes.listingType","","","",0,*,"","","","string {[]} {[]}
","Lista med koder som avser listningstyper","Lista med koder som avser listningstyper, t.ex. BVC.
Listningstyp saknar centralt kodverk — värden är fritext (se QUESTIONS.md).
Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getlistingtypes.listingType",0,*,"",""
"getpersonqueuestatus-request","getpersonqueuestatus-request","getpersonqueuestatus-request","","","",0,*,"","","","null {[]} {[]}
","GetPersonQueueStatus — Request","Logisk modell för requestparametrar i tjänstekontraktet GetPersonQueueStatus (Visa köstatus).
(RIV-TA urn:riv:crm:carelisting:GetPersonQueueStatusResponder:1).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"getpersonqueuestatus-request","getpersonqueuestatus-request.personId","getpersonqueuestatus-request.personId","","","",1,1,"","","","string {[]} {[]}
","PersonID för den person vars köstatus önskas","Identitetsbeteckning för vård- och omsorgstagaren vars köstatus efterfrågas.
Pattern: (([1-9]\d{7})|(\d{6}))[\-]?\d{4}
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getpersonqueuestatus-request.personId",1,1,"",""
"getpersonqueuestatus","getpersonqueuestatus","getpersonqueuestatus","","","",0,*,"","","","null {[]} {[]}
","GetPersonQueueStatus","Logisk modell för tjänstekontraktet GetPersonQueueStatus (Visa köstatus)
(RIV-TA urn:riv:crm:carelisting:GetPersonQueueStatusResponder:1).
Representerar responsens informationsstruktur.
Hämtar köstatus för en person — returnerar om personen är i kö samt
vilken vårdenhet köstatusen gäller för.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"getpersonqueuestatus","getpersonqueuestatus.queueStatus","getpersonqueuestatus.queueStatus","","","",1,1,"","","","code {[]} {[]}
","Köstatus: inQueue eller notInQueue","Köstatus för personen i fråga.
Tillåtna värden: inQueue (i kö) eller notInQueue (inte i kö).
Kodverk: PersonQueueStatusVS.
Kardinalitet: Obligatorisk.","","","","","","","","","",,"required","","https://fhir.inera.se/ig/crm-carelisting/ValueSet/personqueuestatus-vs","",,,,"getpersonqueuestatus.queueStatus",1,1,"",""
"getpersonqueuestatus","getpersonqueuestatus.healthcareFacility","getpersonqueuestatus.healthcareFacility","","","",0,1,"","","","BackboneElement {[]} {[]}
","Vårdenhet vars köstatus gäller","Facility: vårdenhet där eventuell köstatus föreligger.
Utelämnas om personen inte är i kö.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getpersonqueuestatus.healthcareFacility",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getpersonqueuestatus","getpersonqueuestatus.healthcareFacility.id","getpersonqueuestatus.healthcareFacility.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getpersonqueuestatus","getpersonqueuestatus.healthcareFacility.extension","getpersonqueuestatus.healthcareFacility.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getpersonqueuestatus","getpersonqueuestatus.healthcareFacility.modifierExtension","getpersonqueuestatus.healthcareFacility.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getpersonqueuestatus","getpersonqueuestatus.healthcareFacility.facilityId","getpersonqueuestatus.healthcareFacility.facilityId","","","",1,1,"","","","Identifier {[]} {[]}
","HSA-ID för vårdenheten","HSA-ID för vårdenheten.
System: urn:oid:1.2.752.129.2.1.4.1 (HSA-id).
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getpersonqueuestatus.healthcareFacility.facilityId",1,1,"",""
"getpersonqueuestatus","getpersonqueuestatus.healthcareFacility.facilityName","getpersonqueuestatus.healthcareFacility.facilityName","","","",1,1,"","","","string {[]} {[]}
","Namn på vårdenheten","Enhetens officiella namn.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getpersonqueuestatus.healthcareFacility.facilityName",1,1,"",""
"getpersonqueuestatus","getpersonqueuestatus.healthcareFacility.hasQueue","getpersonqueuestatus.healthcareFacility.hasQueue","","","",0,1,"","","","boolean {[]} {[]}
","Indikerar om vårdenheten har kö","Boolskt värde som indikerar om vårdenheten har kö.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getpersonqueuestatus.healthcareFacility.hasQueue",0,1,"",""
"getpersonqueuestatus","getpersonqueuestatus.healthcareFacility.supportedListingTypes","getpersonqueuestatus.healthcareFacility.supportedListingTypes","","","",0,*,"","","","string {[]} {[]}
","Listningstyper som vårdenheten stödjer","Lista med listningstyper som vårdenheten stödjer.
Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getpersonqueuestatus.healthcareFacility.supportedListingTypes",0,*,"",""
